id,ICAO CODE,IATA CODE,AIRPORT NAME,CITY,COUNTRY,Latitude,Longitude
2077,LICT,TPS,TRAPANI BIRGI,TRAPANI,ITALY,37.913,12.488
2078,LICZ,NSY,SIGONELLA,SIGONELLA,ITALY,37.401,14.922
2079,LIEA,AHO,ALGHERO,ALGHERO,ITALY,40.632,8.291
2080,LIED,DCI,DECIMOMANNU,DECIMOMANNU,ITALY,39.354,8.972
2081,LIEE,CAG,ELMAS,CAGLIARI,ITALY,39.251,9.054
2082,LIEO,OLB,OLBIA COSTA SMERALDA,OLBIA,ITALY,40.899,9.518
2083,LIET,TTB,TORTOLI,TORTOLI,ITALY,39.919,9.683
2084,LIIB,N/A,ITALIAN MET OFFICE,ROME,ITALY,40.417,12.333
2085,LIMA,N/A,AERITALIA,TURIN,ITALY,45.086,7.603
2086,LIMB,N/A,BRESSO,MILANO,ITALY,45.54,9.202
2087,LIMC,MXP,MALPENSA,MILANO,ITALY,45.631,8.728
2088,LIME,BGY,BERGAMO ORIO AL SERIO,BERGAMO,ITALY,45.674,9.704
2089,LIMF,TRN,TORINO,TORINO,ITALY,45.201,7.649
2090,LIMG,ALL,ALBENGA,ALBENGA,ITALY,44.051,8.127
2091,LIMJ,GOA,GENOVA SESTRI,GENOA,ITALY,44.412,8.842
2092,LIML,LIN,LINATE,MILAN,ITALY,45.445,9.277
2093,LIMN,N/A,CAMERI,CAMERI,ITALY,45.529,8.669
2094,LIMP,PMF,PARMA,PARMA,ITALY,44.824,10.296
2095,LIMS,QPZ,PIACENZA,PIACENZA,ITALY,44.913,9.723
2096,LIMW,N/A,AOSTA,AOSTA,ITALY,45.738,7.368
2097,LIMZ,CUF,LEVALDIGI,LEVALDIGI,ITALY,44.546,7.622
2098,LIPA,AVB,AVIANO AB,AVIANO,ITALY,46.032,12.596
2099,LIPB,BZO,BOLZANO,BOLZANO,ITALY,46.461,11.326
2100,LIPC,N/A,CERVIA,CERVIA,ITALY,44.224,12.306
2101,LIPE,BLQ,BOLOGNA,BOLOGNA,ITALY,44.534,11.29
2102,LIPH,TSF,TREVISO,TREVISO,ITALY,45.649,12.195
2103,LIPI,N/A,RIVOLTO,RIVOLTO,ITALY,45.981,13.054
2104,LIPK,FRL,FORLI,FORLI,ITALY,44.195,12.07
2105,LIPL,N/A,GHEDI,GHEDI,ITALY,45.432,10.268
2106,LIPN,N/A,VERONA BOSCOMANTICO,VERONA,ITALY,45.472,10.928
2107,LIPO,VBS,MONTICHIARI,MONTICHIARI,ITALY,45.429,10.331
2108,LIPQ,TRS,RONCHI DEI LEGIONARI,RONCHI DE LEGIONARI,ITALY,45.828,13.466
2109,LIPR,RMI,RIMINI,RIMINI,ITALY,44.02,12.612
2110,LIPS,N/A,ISTRANA,TREVISO,ITALY,45.684,12.086
2111,LIPT,VIC,VICENZA,VICENZA,ITALY,45.574,11.531
2112,LIPU,QPA,PADOVA,PADOVA,ITALY,45.396,11.848
2113,LIPX,VRN,VILLAFRANCA,VILLAFRANCA,ITALY,45.396,10.888
2114,LIPZ,VCE,VENEZIA TESSERA,VENICE,ITALY,45.505,12.352
2115,LIQS,SAY,AMPUGNANO,SIENA,ITALY,43.257,11.254
2116,LIRA,CIA,CIAMPINO,ROME,ITALY,41.799,12.595
2117,LIRE,N/A,PRATICA DI MARE,PRATICA DI MARE,ITALY,41.654,12.444
2118,LIRF,FCO,FIUMICINO,ROME,ITALY,41.813,12.253
2119,LIRG,N/A,GUIDONIA,GUIDONIA,ITALY,41.99,12.741
2120,LIRI,N/A,PONTECAGNANO,SALERNO,ITALY,40.62,14.911
2121,LIRJ,EBA,MARINA DI CAMPO,MARINA DI CAMPO,ITALY,42.76,10.239
2122,LIRL,QLT,LATINA,LATINA,ITALY,41.542,12.909
2123,LIRM,N/A,GRAZZANISE,GRAZZANISE,ITALY,41.061,14.082
2124,LIRN,NAP,CAPODICHINO,NAPLES,ITALY,40.886,14.291
2125,LIRP,PSA,PISA,PISA,ITALY,43.684,10.393
2126,LIRQ,FLR,PERETOLA,FIRENZE,ITALY,43.81,11.205
2127,LIRS,GRS,GROSSETO,GROSSETO,ITALY,42.761,11.072
2128,LIRU,N/A,URBE,ROME,ITALY,41.952,12.499
2129,LIRV,N/A,VITERBO,VITERBO,ITALY,42.43,12.064
2130,LIRZ,PEG,PERUGIA,PERUGIA,ITALY,43.096,12.513
2131,LJCE,N/A,CERKLJE,CERKLJE,SLOVENIA,45.9,15.53
2132,LJLJ,LJU,LJUBLJANA,LJUBLIANA,SLOVENIA,46.224,14.457
2133,LJMB,MBX,MARIBOR,MARIBOR,SLOVENIA,46.48,15.686
2134,LJPZ,POW,PORTOROZ,PORTOROZ,SLOVENIA,45.473,13.615
2135,LJSG,N/A,SLOVENJ GRADEC,SLOVENJ GRADEC,SLOVENIA,46.472,15.117
2136,LKCS,N/A,CESKE BUDEJOVICE,CESKE BUDEJOVICE,CZECH REPUBLIC,48.946,14.427
2137,LKCT,N/A,CHOTEBOR,CHOTEBOR,CZECH REPUBLIC,49.684,15.676
2138,LKCV,N/A,CASLAV,CASLAV,CZECH REPUBLIC,49.939,15.382
2139,LKHK,N/A,HRADEC KRALOVE,HRADEC KRALOVE,CZECH REPUBLIC,50.253,15.845
2140,LKKB,N/A,KBELY,PRAHA,CZECH REPUBLIC,50.121,14.544
2141,LKKU,N/A,KUNOVICE,KUNOVICE,CZECH REPUBLIC,49.029,17.44
2142,LKKV,KLV,KARLOVY VARY,KARLOVY VARY,CZECH REPUBLIC,50.203,12.915
2143,LKLN,N/A,LINE,LINE,CZECH REPUBLIC,49.675,13.274
2144,LKMH,N/A,MNICHOVO HRADISTE,MNICHOVO HRADISTE,CZECH REPUBLIC,50.54,15.006
2145,LKMT,OSR,MOSNOV,OSTRAVA,CZECH REPUBLIC,49.696,18.111
2146,LKNA,N/A,NAMEST,NAMEST,CZECH REPUBLIC,49.166,16.125
2147,LKPD,PED,PARDUBICE,PARDUBICE,CZECH REPUBLIC,50.013,15.739
2148,LKPM,N/A,PRIBRAM,PRIBRAM,CZECH REPUBLIC,49.719,14.097
2149,LKPO,PRV,PREROV,PREROV,CZECH REPUBLIC,49.426,17.405
2150,LKPR,PRG,RUZYNE,PRAGUE,CZECH REPUBLIC,50.101,14.26
2151,LKSO,N/A,SOBESLAV,SOBESLAV,CZECH REPUBLIC,49.245,14.714
2152,LKTB,BRQ,TURANY,TURANY,CZECH REPUBLIC,49.151,16.694
2153,LKVO,N/A,VODOCHODY,VODOCHODY,CZECH REPUBLIC,50.216,14.396
2154,LLBG,TLV,BEN GURION,TEL-AVIV,ISRAEL,32.009,34.877
2155,LLBS,BEV,TEYMAN,BEER-SHEBA,ISRAEL,31.287,34.723
2156,LLEK,N/A,TEL NOV,TEL-NOF,ISRAEL,31.839,34.822
2157,LLES,N/A,EYN SHEMER,EYN-SHEMER,ISRAEL,32.441,35.006
2158,LLET,ETH,EILAT,ELAT,ISRAEL,29.561,34.96
2159,LLEY,N/A,EN YAHAV,EYN-YAHAV,ISRAEL,30.623,35.202
2160,LLHA,HFA,HAIFA,HAIFA,ISRAEL,32.811,35.044
2161,LLHS,N/A,HATZOR,HAZTOR,ISRAEL,31.762,34.727
2162,LLIB,RPN,MAHANAIM I BEN YAAKOV,ROSH PINA,ISRAEL,32.981,35.572
2163,LLJR,JRS,JERUSALEM/ATAROT,JERUSALEM,ISRAEL,31.867,35.217
2164,LLLL,N/A,ARAD,TEL-AVIV FIR/CTA/UTA,ISRAEL,31.229,35.191
2165,LLMG,N/A,MEGIDDO,MEGIDO AIRSTRIP,ISRAEL,32.599,35.228
2166,LLMZ,MTZ,BAR YEHUDA,METZADA,ISRAEL,31.328,35.388
2167,LLNV,N/A,NEVATIM AB,NEVATIM,ISRAEL,31.208,35.012
2168,LLOV,VDA,OVDA,OVDA,ISRAEL,29.94,34.936
2169,LLRD,N/A,RAMAT DAVID,RAMAT DAVID,ISRAEL,32.66,35.182
2170,LLRM,N/A,RAMON,RAMON,ISRAEL,30.776,34.667
2171,LLSD,SDV,SDE DOV,TEL-AVIV,ISRAEL,32.114,34.782
2172,LMML,MLA,LUQA,MALTA,MALTA,35.857,14.478
2173,LMMM,N/A,MALTA ACC,MALTA ACC,MALTA,35.917,14.417
2174,LOAN,N/A,WIENER NEUSTADT EAST,WIENER NEUSTADT OST,AUSTRIA,47.843,16.26
2175,LOLW,N/A,WELS,WELS,AUSTRIA,48.183,14.041
2176,LOWG,GRZ,GRAZ MIL/CIV,GRAZ,AUSTRIA,47,15.433
2177,LOWI,INN,INNSBRUCK,INNSBRUCK,AUSTRIA,47.26,11.344
2178,LOWK,KLU,KLAGENFURT(AUS-AFB),KLAGENFURT,AUSTRIA,46.65,14.333
2179,LOWL,LNZ,HORSCHING INTERNATIONAL AIRPORT (AUS - AFB),LINZ,AUSTRIA,48.233,14.183
2180,LOWM,N/A,VIENNA MET CENTER,VIENNA,AUSTRIA,48,16.5
2181,LOWS,SZG,SALZBURG,SALZBURG,AUSTRIA,47.793,13.004
2182,LOWW,VIE,SCHWECHAT,VIENNA,AUSTRIA,48.11,16.57
2183,LOXG,N/A,GRAZ,GRAZ,AUSTRIA,46.991,15.439
2184,LOXK,N/A,KLAGENFURT,KLAGENFURT,AUSTRIA,46.642,14.338
2185,LOXL,N/A,LINZ,LINZ,AUSTRIA,48.233,14.188
2186,LOXT,N/A,TULLN,LANGENLEBARN,AUSTRIA,48.321,16.112
2187,LOXZ,N/A,ZELTWEG,ZELTWEG,AUSTRIA,47.203,14.744
2188,LPAR,N/A,ALVERCA,ALVERCA,ACORES,38.883,-9.03
2189,LPAZ,SMA,SANTA MARIA,SANTA MARIA (ISLAND),ACORES,36.971,-25.171
2190,LPBG,BGC,BRAGANCA,BRAGANCA,ACORES,41.868,-6.712
2191,LPBJ,N/A,BEJA,BEJA (MADEIRA),ACORES,38.079,-7.932
2192,LPBR,N/A,BRAGA,BRAGA,ACORES,41.587,-8.445
2193,LPCO,N/A,COIMBRA,COIMBA,ACORES,40.157,-8.47
2194,LPCS,N/A,CASCAIS,CASCAIS,ACORES,38.725,-9.355
2195,LPCV,N/A,COVILHA,COVILHA,ACORES,40.265,-7.48
2196,LPEV,N/A,EVORA,EVORA,ACORES,38.533,-7.889
2197,LPFL,FLW,FLORES,FLORES (FLORES ISL.),ACORES,39.455,-31.131
2198,LPFR,FAO,FARO,FARO,ACORES,37.014,-7.966
2199,LPGR,GRW,GRACIOSA,GRACIOSA ISLAND,ACORES,39.092,-28.03
2200,LPHR,HOR,HORTA,HORTA,ACORES,38.52,-28.716
2201,LPIN,N/A,ESPINHO,ESPINHO,PORTUGAL,40.974,-8.645
2202,LPLA,TER,LAJES,LAJES (TERCEIRA ISLAND),ACORES,38.764,-27.093
2203,LPMG,N/A,LISBON MET OFFICE,LISBON,PORTUGAL,38.717,-9.156
2204,LPMR,N/A,MONTE REAL,MONTE REAL,ACORES,39.831,-8.887
2205,LPMT,N/A,MONTIJO,MONTIJO,ACORES,38.704,-9.036
2206,LPOV,N/A,OVAR,OVAR,PORTUGAL,40.916,-8.646
2207,LPPD,PDL,PONTA DELGADA,PONTA DELGADA,ACORES,37.741,-25.698
2208,LPPI,PIX,PICO,PICO,ACORES,38.554,-28.44
2209,LPPM,N/A,PORTIMAO,PORTIMAO,ACORES,37.149,-8.584
2210,LPPR,OPO,PORTO,PORTO,ACORES,41.248,-8.681
2211,LPPS,PXO,PORTO SANTO,PORTO SANTO,MADEIRA,33.073,-16.35
2212,LPPT,LIS,LISBOA,LISBON,PORTUGAL,38.781,-9.136
2213,LPSJ,SJZ,SAO JORGE,SAO JORGE ISLAND,ACORES,38.665,-28.176
2214,LPST,N/A,SINTRA,SINTRA,ACORES,38.831,-9.339
2215,LPTN,N/A,TANCOS,TANCOS,ACORES,39.475,-8.364
2216,LPVR,VRL,VILA REAL,VILA REAL,ACORES,41.274,-7.72
2217,LPVZ,N/A,VISEU,VISEU,ACORES,40.725,-7.889
2218,LQBK,N/A,BANJA LUKA,BANJA LUKA,BOSNIA-HERCEGOVINA,44.941,17.298
2219,LQMO,OMO,MOSTAR,MOSTAR,BOSNIA-HERCEGOVINA,43.283,17.846
2220,LQSA,SJJ,SARAJEVO,SARAJEVO,BOSNIA-HERCEGOVINA,43.824,18.331
2221,LRAR,ARW,ARAD,ARAD,ROMANIA,46.176,21.262
2222,LRBC,BCM,BACAU,BACAU,ROMANIA,46.522,26.91
2223,LRBM,BAY,TAUTII MAGHERAUS,BAIA MARE,ROMANIA,47.658,23.47
2224,LRBS,BBU,BANEASA,BUCHAREST,ROMANIA,44.503,26.102
2225,LRCK,CND,MIHAIL KOGALNICEANU,CONSTANTA,ROMANIA,44.362,28.488
2226,LRCL,CLJ,SOMESENI,CLUJ-NAPOCA,ROMANIA,46.785,23.686
2227,LRCS,CSB,CARANSEBES,CARANSEBES,ROMANIA,45.42,22.253
2228,LRCV,CRA,CRAIOVA,CRAIOVA,ROMANIA,44.318,23.889
2229,LRIA,IAS,IASI,IASI,ROMANIA,47.179,27.62
2230,LROD,OMR,ORADEA,ORADEA,ROMANIA,47.025,21.902
2231,LROP,OTP,OTOPENI,BUCHAREST,ROMANIA,44.574,26.103
2232,LRSB,SBZ,SIBIU,SIBIU,ROMANIA,45.786,24.091
2233,LRSM,SUJ,SATU MARE,SATU MARE,ROMANIA,47.703,22.886
2234,LRSV,SCV,SALCEA,SUCEAVA,ROMANIA,47.688,26.354
2235,LRTC,TCE,CATALOI,TULCEA,ROMANIA,45.062,28.714
2236,LRTM,TGM,VIDRASAU,TIRGU MURES,ROMANIA,46.468,24.412
2237,LRTR,TSR,GIARMATA,TIMISOARA,ROMANIA,45.81,21.338
2238,LSAZ,N/A,REICHENBACH,ZURICH AREA,SWITZERLAND,46.614,7.678
2239,LSGC,N/A,LES EPLATURES,LES EPLATURES,SWITZERLAND,47.084,6.793
2240,LSGG,GVA,GENEVA COINTRIN,GENEVA,SWITZERLAND,46.238,6.109
2241,LSGK,N/A,SAANEN,SAANEN,SWITZERLAND,46.488,7.251
2242,LSGS,SIR,SION,SION,SWITZERLAND,46.219,7.327
2243,LSMA,N/A,ALPNACH,ALPNACH,SWITZERLAND,46.944,8.284
2244,LSMC,N/A,ULRICHEN,ULRICHEN,SWITZERLAND,46.501,8.296
2245,LSMD,N/A,DUBENDORF,DUBENDORF,SWITZERLAND,47.399,8.648
2246,LSME,N/A,EMMEN,EMMEN,SWITZERLAND,47.092,8.305
2247,LSMF,N/A,MOLLIS,MOLLIS,SWITZERLAND,47.079,9.065
2248,LSMI,N/A,INTERLAKEN,INTERLAKEN,SWITZERLAND,46.676,7.879
2249,LSMJ,N/A,TURTMANN,TURTMANN,SWITZERLAND,46.304,7.714
2250,LSMM,N/A,MEIRINGEN,MEIRINGEN,SWITZERLAND,46.743,8.11
2251,LSMN,N/A,RARON,RARON,SWITZERLAND,46.304,7.823
2252,LSMP,N/A,PAYERNE,PAYERNE,SWITZERLAND,46.843,6.915
2253,LSMU,N/A,BUOCHS AIRPORT,BUOCHS,SWITZERLAND,46.975,8.399
2254,LSSW,N/A,ZURICH MET,ZURICH,SWITZERLAND,47.383,8.567
2255,LSZA,LUG,LUGANO,LUGANO,SWITZERLAND,46.004,8.911
2256,LSZB,BRN,BERN BELP,BERN,SWITZERLAND,46.914,7.497
2257,LSZG,N/A,GRENCHEN,GRENCHEN,SWITZERLAND,47.181,7.417
2258,LSZH,ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549
2259,LSZR,ACH,ST GALLEN ALTENRHEIN,ALTENRHEIN,SWITZERLAND,47.485,9.561
2260,LSZS,SMV,SAMEDAN,SAMEDAN,SWITZERLAND,46.532,9.883
2261,LTAA,N/A,ANKARA ACC,ANKARA ACC/FIR/FIC,TURKEY,40,32
2262,LTAB,N/A,GUVERCINLIK,ANKARA,TURKEY,39.935,32.741
2263,LTAC,ESB,ESENBOGA,ANKARA,TURKEY,40.128,32.995
2264,LTAD,ANK,ETIMESGUT,ANKARA,TURKEY,39.95,32.689
2265,LTAE,N/A,AKINCI,ANKARA,TURKEY,40.079,32.566
2266,LTAF,ADA,ADANA,ADANA,TURKEY,36.982,35.28
2267,LTAG,ADA,INCIRLIK AB,ADANA,TURKEY,37.002,35.426
2268,LTAH,AFY,AFYON,AFYON,TURKEY,38.726,30.601
2269,LTAI,AYT,ANTALYA,ANTALYA,TURKEY,36.901,30.792
2270,LTAJ,GZT,OGUZELI,GAZIANTEP,TURKEY,36.948,37.479
2271,LTAK,N/A,ISKENDERUN,ISKENDERUN,TURKEY,36.573,36.154
2272,LTAL,N/A,KASTAMONU,KASTAMONU,TURKEY,41.314,33.796
2273,LTAN,KYA,KONYA,KONYA,TURKEY,37.979,32.562
2274,LTAP,MZH,MERZIFON,MERZIFON,TURKEY,40.829,35.522
2275,LTAQ,SSX,SAMSUN AIRPORT,SAMSUN,TURKEY,41.276,36.304
2276,LTAR,VAS,SIVAS,SIVAS,TURKEY,39.814,36.903
2277,LTAS,N/A,CAYCUMA,ZONGULDAK,TURKEY,41.516,32.1
2278,LTAT,MLX,ERHAC,MALATYA,TURKEY,38.436,38.092
2279,LTAU,ASR,ERKILET,KAYSERI,TURKEY,38.77,35.495
2280,LTAV,N/A,SIVRIHISAR,SIVRIHISAR,TURKEY,39.451,31.365
2281,LTAW,N/A,TOKAT,TOKAT,TURKEY,40.305,36.368
2282,LTAX,N/A,ERDEMIR,EREGLI,TURKEY,41.254,31.415
2283,LTAY,DNZ,CARDAK,DENIZLI,TURKEY,37.785,29.701
2284,LTAZ,N/A,KAPADOKYA,NEVSEHIR,TURKEY,38.772,34.534
2285,LTBA,IST,ATATURK,ISTANBUL,TURKEY,40.977,28.821
2286,LTBD,N/A,CILDIR,AYDIN,TURKEY,37.816,27.886
2287,LTBE,BTZ,BURSA,BURSA,TURKEY,40.232,29.009
2288,LTBF,BZI,BALIKESIR,BALIKESIR,TURKEY,39.619,27.925
2289,LTBG,BDM,BANDIRMA,BANDIRMA,TURKEY,40.318,27.977
2290,LTBH,N/A,CANAKKALE,CANAKKALE,TURKEY,40.138,26.427
2291,LTBI,ESK,ESKISEHIR,ESKISEHIR,TURKEY,39.784,30.582
2292,LTBJ,ADB,ADNAN MENDERES,IZMIR,TURKEY,38.292,27.157
2293,LTBK,N/A,GAZIEMIR,IZMIR,TURKEY,38.319,27.16
2294,LTBL,IGL,CIGLI,IZMIR,TURKEY,38.513,27.01
2295,LTBM,N/A,ISPARTA,ISPARTA,TURKEY,37.785,30.582
2296,LTBN,N/A,KUTAHYA,KUTAHYA,TURKEY,39.427,30.016
2297,LTBO,N/A,USAK,USAK,TURKEY,38.681,29.471
2298,LTBP,N/A,YALOVA,YALOVA,TURKEY,40.683,29.379
2299,LTBQ,N/A,TOPEL,TOPEL,TURKEY,40.735,30.083
2300,LTBR,N/A,YENISEHIR,YENISEHIR,TURKEY,40.255,29.563
2301,LTBS,DLM,DALAMAN,DALAMAN,TURKEY,36.713,28.793
2302,LTBT,N/A,AKHISAR,AKHISAR,TURKEY,38.809,27.834
2303,LTBU,N/A,CORLU,CORLU,TURKEY,41.138,27.919
2304,LTBX,N/A,SAMANDIRA,ISTANBUL,TURKEY,40.993,29.216
2305,LTBY,N/A,ANADOLU,ESKISSEHIR,TURKEY,39.81,30.519
2306,LTCA,EZS,ELAZIG,ELAZIG,TURKEY,38.607,39.291
2307,LTCC,DIY,DIYARBAKIR,DIYABAKIR,TURKEY,37.894,40.201
2308,LTCD,ERC,ERZINCAN,ERZINCAN,TURKEY,39.71,39.526
2309,LTCE,ERZ,ERZURUM,ERZURUM,TURKEY,39.956,41.17
2310,LTCF,N/A,KARS,KARS,TURKEY,40.562,43.115
2311,LTCG,TZX,TRABZON,TRABZON,TURKEY,40.995,39.79
2312,LTCH,N/A,SANLIURFA,SANLIURFA,TURKEY,37.092,38.846
2313,LTCI,VAN,VAN,VAN,TURKEY,38.468,43.332
2314,LTCJ,BAL,BATMAN,BATMAN,TURKEY,37.929,41.116
2315,LTCK,N/A,MUS,MUS,TURKEY,38.754,41.661
2316,LTCL,N/A,SIIRT,SIIRT,TURKEY,37.979,41.84
2317,LTCM,N/A,SINOP,NINIOP,TURKEY,42.019,35.079
2318,LTFA,N/A,KAKLIC,IZMIR,TURKEY,38.517,26.977
2319,LTFB,N/A,EFES,IZMIR,TURKEY,37.951,27.329
2320,LUBL,N/A,BALTI,SALTSY,MOLDOVA,47.838,27.781
2321,LUKK,KIV,CHISINAU,KICHINAU FIR/ACC/COM,MOLDOVA,46.928,28.931
2322,LWOH,OHD,OHRID,OHRID,FORMER MACEDONIA,41.18,20.742
2323,LWSK,SKP,SKOPJE,SKOPJE,FORMER MACEDONIA,41.961,21.621
2324,LXGB,GIB,GIBRALTAR,GIBRALTAR,GIBRALTAR,36.151,-5.349
2325,LYBE,BEG,BEOGRAD,BEOGRAD,YUGOSLAVIA,44.818,20.309
2326,LYPG,TGD,PODGORICA,PODGORICA,YUGOSLAVIA,42.359,19.252
2327,LYPR,PRN,PRISTINA,PRISTINA,YUGOSLAVIA,42.573,21.036
2328,LYTV,TIV,TIVAT,TIVAT,YUGOSLAVIA,42.404,18.723
2329,LYVR,N/A,VRSAC,VRSAC,YUGOSLAVIA,45.147,21.31
2330,LZIB,BTS,M R STEFANIK,BRATISLAVA,SLOVAKIA,48.17,17.212
2331,LZKZ,KSC,KOSICE,KOSICE,SLOVAKIA,48.663,21.241
2332,LZMC,N/A,MALACKY,MALACKY,SLOVAKIA,48.402,17.118
2333,LZPP,PZY,PIESTANY,PIESTANY,SLOVAKIA,48.625,17.828
2334,LZSL,SLD,SLIAC,SLIAC,SLOVAKIA,48.638,19.134
2335,LZTN,N/A,TRENCIN,TRENCIN,SLOVAKIA,48.865,17.992
2336,LZTT,TAT,TATRY,POPRAD,SLOVAKIA,49.073,20.241
2337,LZZI,N/A,ZILINA,ZILINA,SLOVAKIA,49.232,18.614
2338,MBNC,NCA,NORTH CAICOS,NORTH CAICOS,TURKS & CAICOS I.,21.917,-71.939
2339,MBPV,PLS,PROVIDENCIALES,PROVIDENCIALES,TURKS & CAICOS I.,21.774,-72.266
2340,MBSC,XSC,SOUTH CAICOS,SOUTH CAICOS,TURKS & CAICOS I.,21.516,-71.528
2341,MDAB,N/A,ARROYO BARRIL,SAMANA,DOMINICAN REPUBLIC,19.199,-69.43
2342,MDBH,BRX,MARIA MONTEZ INTERNATIONAL,BARAHONA,DOMINICAN REPUBLIC,18.251,-71.12
2343,MDCR,N/A,CABO ROJO,CABO ROJO,DOMINICAN REPUBLIC,17.929,-71.645
2344,MDCZ,N/A,CONSTANZA,CONSTANZA,DOMINICAN REPUBLIC,18.908,-70.72
2345,MDHE,HEX,HERRERA INTERNATIONAL,SANTO DOMINGO,DOMINICAN REPUBLIC,18.471,-69.969
2346,MDLR,LRM,LA ROMANA INTERNATIONAL,LA ROMANA,DOMINICAN REPUBLIC,18.452,-68.912
2347,MDPC,PUJ,PUNTA CANA INTERNATIONAL,PUNTA CANA,DOMINICAN REPUBLIC,18.567,-68.363
2348,MDPP,POP,GREGORIO LUPERON INTERNATIONAL,PUERTO PLATA,DOMINICAN REPUBLIC,19.757,-70.57
2349,MDSD,SDQ,LAS AMERICAS INTERNATIONAL,SANTO DOMINGO,DOMINICAN REPUBLIC,18.429,-69.669
2350,MDSI,N/A,SAN ISIDRO AB,SAN ISIDORO,DOMINICAN REPUBLIC,18.504,-69.762
2351,MDST,STI,CIBAO INTERNATIONAL,SANTIAGO,DOMINICAN REPUBLIC,19.409,-70.616
2352,MGBN,N/A,BANANERA,BANANERA,GUATEMALA,15.473,-88.837
2353,MGCB,CBV,COBAN,COBAN,GUATEMALA,15.469,-90.407
2354,MGGT,GUA,LA AURORA,GUATEMALA CITY,GUATEMALA,14.583,-90.528
2355,MGPB,N/A,PUERTO BARRIOS,PUERTO BARRIOS,GUATEMALA,15.731,-88.584
2356,MGPP,N/A,POPTUN,POPTUN,GUATEMALA,16.326,-89.417
2357,MGQZ,N/A,QUEZALTENANGO,QUEZALTENANGO,GUATEMALA,14.865,-91.502
2358,MGRT,N/A,RETALHULEU,RETALHULEU,ARGENTINA,14.521,-91.697
2359,MGSJ,N/A,SAN JOSE,SAN JOSE,GUATEMALA,13.936,-90.836
2360,MHIC,N/A,ISLAS DEL CISNE,ISLAS DEL CISNE,HONDURAS,17.407,-83.933
2361,MHLC,LCE,GOLOSON INTERNATIONAL,LA CEIBA,HONDURAS,15.742,-86.853
2362,MHLM,SAP,LA MESA INTERNATIONAL,SAN PEDRO SULA,HONDURAS,15.452,-87.923
2363,MHNJ,GJA,GUANAJA,GUANAJA,HONDURAS,16.445,-85.906
2364,MHPL,PEU,PUERTO LEMPIRA,PUERTO LEMPIRA,HONDURAS,15.261,-83.781
2365,MHRO,RTB,ROATAN,ROATAN,HONDURAS,16.317,-86.522
2366,MHTE,TEA,TELA,TELA,HONDURAS,15.776,-87.476
2367,MHTG,TGU,TONCONTIN INTERNATIONAL,TEGUCIGALPA,HONDURAS,14.061,-87.217
2368,MHTJ,N/A,TRUJILLO,TRUJILLO,HONDURAS,15.927,-85.938
2369,MKBS,OCJ,BOSCOBEL,OCHO RIOS,JAMAICA,18.404,-76.969
2370,MKJP,KIN,NORMAN MANLEY INTERNATIONAL,KINGSTON,JAMAICA,17.936,-76.787
2371,MKJS,MBJ,SANGSTER INTERNATIONAL,MONTEGO BAY,JAMAICA,18.504,-77.913
2372,MKKJ,POT,KEN JONES,PORT ANTONIO,JAMAICA,18.199,-76.534
2373,MKTP,KTP,TINSON PEN,KINGSTON,JAMAICA,17.988,-76.824
2374,MMAA,ACA,GENERAL JUAN N ALVAREZ INTERNATIONAL,ACAPULCO,MEXICO,16.757,-99.753
2375,MMAN,NTR,DEL NORTE INTERNATIONAL,MONTERREY,MEXICO,25.866,-100.237
2376,MMAS,AGU,JESUS TERAN INTERNATIONAL,AGUASCALIENTES,MEXICO,21.705,-102.318
2377,MMBT,HUX,BAHIAS DE HUATULCO INTERNATIONAL,BAHIAS DEHUATULCO,MEXICO,15.775,-96.261
2378,MMCB,CVJ,CUERNAVACA,CUERNAVACA,MEXICO,18.835,-99.262
2379,MMCC,N/A,CIUDAD ACUNA INTERNATIONAL,CIUDAD ACUNA,BRAZIL,29.332,-100.981
2380,MMCE,CME,CIUDAD DEL CARMEN INTERNATIONAL,CIUDAD DEL CARMEN,MEXICO,18.654,-91.799
2381,MMCG,N/A,NUEVO CASAS GRANDES,NUEVO CASAS GRANDES,MEXICO,30.397,-107.875
2382,MMCH,N/A,CHILPANCINGO,CHILPANCINGO,MEXICO,17.574,-99.514
2383,MMCL,CUL,CULIACAN INTERNATIONAL,CULIACAN,MEXICO,24.764,-107.474
2384,MMCM,CTM,CHETUMAL INTERNATIONAL,CHETUMAL,MEXICO,18.504,-88.327
2385,MMCN,CEN,CIUDAD OBREGON INTERNATIONAL,CIUDAD OBREGON,MEXICO,27.392,-109.833
2386,MMCP,CPE,INGENIERO ALBERTO ACUNA ONGAY INTERNATIONAL,CAMPECHE,MEXICO,19.817,-90.5
2387,MMCS,CJS,ABRAHAM GONZALEZ INTERNATIONAL,CIUDAD JUAREZ,MEXICO,31.636,-106.429
2388,MMCU,CUU,GENERAL R FIERRO VILLALOBOS INTERNATIONAL,CHIHUAHUA,MEXICO,28.703,-105.964
2389,MMCV,CVM,CIUDAD VICTORIA,CIUDAD VICTORIA,MEXICO,23.704,-98.956
2390,MMCY,N/A,CELAYA,CELAYA,MEXICO,20.546,-100.886
2391,MMCZ,CZM,COZUMEL INTERNATIONAL,COZUMEL,MEXICO,20.522,-86.926
